Model,Dataset,Metric,Fold,Value,Mean
Gradient Boosting (Proposed),MC1,GLR mean,5,0.3183266862088629,0.32
Gradient Boosting (Proposed),MC1,Hit@10,1,1.0001300604754086,1.0
Gradient Boosting (Proposed),MC1,Hit@10,2,0.995762869320865,1.0
Gradient Boosting (Proposed),MC1,Hit@10,3,1.0011429270961383,1.0
Gradient Boosting (Proposed),MC1,Hit@10,4,0.9932151827223663,1.0
Gradient Boosting (Proposed),MC1,Hit@10,5,1.0097489603852223,1.0
Gradient Boosting (Proposed),MC1,ECE,1,0.0,0.0
Gradient Boosting (Proposed),MC1,ECE,2,0.0,0.0
Gradient Boosting (Proposed),MC1,ECE,3,0.0,0.0
Gradient Boosting (Proposed),MC1,ECE,4,0.0,0.0
Gradient Boosting (Proposed),MC1,ECE,5,0.0,0.0
Gradient Boosting (Proposed),MC1,Reliability Score,1,0.9053051739846223,0.89
Gradient Boosting (Proposed),MC1,Reliability Score,2,0.8879011705979531,0.89
Gradient Boosting (Proposed),MC1,Reliability Score,3,0.9134576458071528,0.89
Gradient Boosting (Proposed),MC1,Reliability Score,4,0.8741838680911146,0.89
Gradient Boosting (Proposed),MC1,Reliability Score,5,0.8691521415191568,0.89
Gradient Boosting (Proposed),MC2,AUC mean,1,0.7651803746995783,0.76
Gradient Boosting (Proposed),MC2,AUC mean,2,0.7525125665567582,0.76
Gradient Boosting (Proposed),MC2,AUC mean,3,0.7640920871383623,0.76
Gradient Boosting (Proposed),MC2,AUC mean,4,0.757039511721894,0.76
Gradient Boosting (Proposed),MC2,AUC mean,5,0.7611754598834071,0.76
Gradient Boosting (Proposed),MC2,F1 mean,1,0.572281029801105,0.57
Gradient Boosting (Proposed),MC2,F1 mean,2,0.5711994847328059,0.57
Gradient Boosting (Proposed),MC2,F1 mean,3,0.5691833167267868,0.57
Gradient Boosting (Proposed),MC2,F1 mean,4,0.5679208017426289,0.57
Gradient Boosting (Proposed),MC2,F1 mean,5,0.5694153669966733,0.57
Gradient Boosting (Proposed),MC2,Precision mean,1,0.6157082977160736,0.62
Gradient Boosting (Proposed),MC2,Precision mean,2,0.627265280675841,0.62
Gradient Boosting (Proposed),MC2,Precision mean,3,0.6133560925492079,0.62
Gradient Boosting (Proposed),MC2,Precision mean,4,0.6216584427478351,0.62
Gradient Boosting (Proposed),MC2,Precision mean,5,0.6220118863110426,0.62
Gradient Boosting (Proposed),MC2,Recall mean,1,0.5302669811920907,0.54
Gradient Boosting (Proposed),MC2,Recall mean,2,0.5415806150611843,0.54
Gradient Boosting (Proposed),MC2,Recall mean,3,0.545980543640506,0.54
Gradient Boosting (Proposed),MC2,Recall mean,4,0.5386722333265729,0.54
Gradient Boosting (Proposed),MC2,Recall mean,5,0.5434996267796467,0.54
Gradient Boosting (Proposed),MC2,Brier mean,1,0.22922881996843683,0.23
Gradient Boosting (Proposed),MC2,Brier mean,2,0.22975127764393272,0.23
Gradient Boosting (Proposed),MC2,Brier mean,3,0.2313420124502265,0.23
Gradient Boosting (Proposed),MC2,Brier mean,4,0.2289991956829933,0.23
Gradient Boosting (Proposed),MC2,Brier mean,5,0.23067869425441073,0.23
Gradient Boosting (Proposed),MC2,GLR mean,1,0.0,0.0
Gradient Boosting (Proposed),MC2,GLR mean,2,0.0,0.0
Gradient Boosting (Proposed),MC2,GLR mean,3,0.0,0.0
Gradient Boosting (Proposed),MC2,GLR mean,4,0.0,0.0
Gradient Boosting (Proposed),MC2,GLR mean,5,0.0,0.0
Gradient Boosting (Proposed),MC2,Hit@10,1,1.0033441240695171,1.0
Gradient Boosting (Proposed),MC2,Hit@10,2,0.9949830443859881,1.0
Gradient Boosting (Proposed),MC2,Hit@10,3,1.0177870540872531,1.0
Gradient Boosting (Proposed),MC2,Hit@10,4,0.99527734241851,1.0
Gradient Boosting (Proposed),MC2,Hit@10,5,0.988608435038732,1.0
Gradient Boosting (Proposed),MC2,ECE,1,0.21575865715095818,0.22
Gradient Boosting (Proposed),MC2,ECE,2,0.22029798432155542,0.22
Gradient Boosting (Proposed),MC2,ECE,3,0.21961508600494956,0.22
Gradient Boosting (Proposed),MC2,ECE,4,0.222049823028453,0.22
Gradient Boosting (Proposed),MC2,ECE,5,0.22227844949408376,0.22
Gradient Boosting (Proposed),MC2,Reliability Score,1,0.7700486650519875,0.76
Gradient Boosting (Proposed),MC2,Reliability Score,2,0.7571303194873549,0.76
Gradient Boosting (Proposed),MC2,Reliability Score,3,0.754670132556816,0.76
Gradient Boosting (Proposed),MC2,Reliability Score,4,0.7609337441187208,0.76
Gradient Boosting (Proposed),MC2,Reliability Score,5,0.7572171387851204,0.76
Gradient Boosting (Proposed),MW1,AUC mean,1,0.7336651748482854,0.73
Gradient Boosting (Proposed),MW1,AUC mean,2,0.7304856480917488,0.73
Gradient Boosting (Proposed),MW1,AUC mean,3,0.7379137559034128,0.73
Gradient Boosting (Proposed),MW1,AUC mean,4,0.7288280649615477,0.73
Gradient Boosting (Proposed),MW1,AUC mean,5,0.7191073561950045,0.73
Gradient Boosting (Proposed),MW1,F1 mean,1,0.25128544550806137,0.25
Gradient Boosting (Proposed),MW1,F1 mean,2,0.25599680846355743,0.25
Gradient Boosting (Proposed),MW1,F1 mean,3,0.25116880531395647,0.25
Gradient Boosting (Proposed),MW1,F1 mean,4,0.24568681509782314,0.25
Gradient Boosting (Proposed),MW1,F1 mean,5,0.24586212561660148,0.25
Gradient Boosting (Proposed),MW1,Precision mean,1,0.3036703242522275,0.3
Gradient Boosting (Proposed),MW1,Precision mean,2,0.2984712917891986,0.3
Gradient Boosting (Proposed),MW1,Precision mean,3,0.2988481260253615,0.3
Gradient Boosting (Proposed),MW1,Precision mean,4,0.2971631478308081,0.3
Gradient Boosting (Proposed),MW1,Precision mean,5,0.30184711010240406,0.3
Gradient Boosting (Proposed),MW1,Recall mean,1,0.22146502306014032,0.22
Gradient Boosting (Proposed),MW1,Recall mean,2,0.21833677666671025,0.22
Gradient Boosting (Proposed),MW1,Recall mean,3,0.21988906539328942,0.22
Gradient Boosting (Proposed),MW1,Recall mean,4,0.22035933212780212,0.22
Gradient Boosting (Proposed),MW1,Recall mean,5,0.2199498027520581,0.22
Gradient Boosting (Proposed),MW1,Brier mean,1,0.10017708149462656,0.1
Gradient Boosting (Proposed),MW1,Brier mean,2,0.09857099814398305,0.1
Gradient Boosting (Proposed),MW1,Brier mean,3,0.09901125561376953,0.1
Gradient Boosting (Proposed),MW1,Brier mean,4,0.10107216106526913,0.1
Gradient Boosting (Proposed),MW1,Brier mean,5,0.10116850368235179,0.1
Gradient Boosting (Proposed),MW1,GLR mean,1,0.10156377285797102,0.1
Gradient Boosting (Proposed),MW1,GLR mean,2,0.10008587904443927,0.1
Gradient Boosting (Proposed),MW1,GLR mean,3,0.10050560872821974,0.1
Gradient Boosting (Proposed),MW1,GLR mean,4,0.09887372916531417,0.1
Gradient Boosting (Proposed),MW1,GLR mean,5,0.09897101020405581,0.1
Gradient Boosting (Proposed),MW1,Hit@10,1,0.9851171512494442,1.0
Gradient Boosting (Proposed),MW1,Hit@10,2,1.0049807476348365,1.0
Gradient Boosting (Proposed),MW1,Hit@10,3,1.0071860483553012,1.0
Gradient Boosting (Proposed),MW1,Hit@10,4,1.0059776436197152,1.0
Gradient Boosting (Proposed),MW1,Hit@10,5,0.9967384091407018,1.0
Gradient Boosting (Proposed),MW1,ECE,1,0.08947895486004544,0.09
Gradient Boosting (Proposed),MW1,ECE,2,0.09067540534123557,0.09
Gradient Boosting (Proposed),MW1,ECE,3,0.0889143460934108,0.09
Gradient Boosting (Proposed),MW1,ECE,4,0.09000535405272655,0.09
Gradient Boosting (Proposed),MW1,ECE,5,0.09092593965258164,0.09
Gradient Boosting (Proposed),MW1,Reliability Score,1,0.821420022979439,0.82
Gradient Boosting (Proposed),MW1,Reliability Score,2,0.8203996996595525,0.82
Gradient Boosting (Proposed),MW1,Reliability Score,3,0.8212631473803906,0.82
Gradient Boosting (Proposed),MW1,Reliability Score,4,0.8209479824646188,0.82
Gradient Boosting (Proposed),MW1,Reliability Score,5,0.8159691475159989,0.82
Gradient Boosting (Proposed),PC1,AUC mean,1,0.8287084492368894,0.84
Gradient Boosting (Proposed),PC1,AUC mean,2,0.8271213670511733,0.84
Gradient Boosting (Proposed),PC1,AUC mean,3,0.8451395799441419,0.84
Gradient Boosting (Proposed),PC1,AUC mean,4,0.8408694098807772,0.84
Gradient Boosting (Proposed),PC1,AUC mean,5,0.8581611938870183,0.84
Gradient Boosting (Proposed),PC1,F1 mean,1,0.3878945367723163,0.39
Gradient Boosting (Proposed),PC1,F1 mean,2,0.3957120297945136,0.39
Gradient Boosting (Proposed),PC1,F1 mean,3,0.38412166668877923,0.39
Gradient Boosting (Proposed),PC1,F1 mean,4,0.3929530504966022,0.39
Gradient Boosting (Proposed),PC1,F1 mean,5,0.38931871624778897,0.39
Gradient Boosting (Proposed),PC1,Precision mean,1,0.4250871087915868,0.42
Gradient Boosting (Proposed),PC1,Precision mean,2,0.41585778650229155,0.42
Gradient Boosting (Proposed),PC1,Precision mean,3,0.4161268153158069,0.42
Gradient Boosting (Proposed),PC1,Precision mean,4,0.4171756433161372,0.42
Gradient Boosting (Proposed),PC1,Precision mean,5,0.42575264607417734,0.42
Gradient Boosting (Proposed),PC1,Recall mean,1,0.38916786021792776,0.39
Gradient Boosting (Proposed),PC1,Recall mean,2,0.3920934344017851,0.39
Gradient Boosting (Proposed),PC1,Recall mean,3,0.38300201617749363,0.39
Gradient Boosting (Proposed),PC1,Recall mean,4,0.3936555983553844,0.39
Gradient Boosting (Proposed),PC1,Recall mean,5,0.3920810908474092,0.39
Gradient Boosting (Proposed),PC1,Brier mean,1,0.06971548441900828,0.07
Gradient Boosting (Proposed),PC1,Brier mean,2,0.06962948519335932,0.07
Gradient Boosting (Proposed),PC1,Brier mean,3,0.07010507969342226,0.07
Gradient Boosting (Proposed),PC1,Brier mean,4,0.07053421990749986,0.07
Gradient Boosting (Proposed),PC1,Brier mean,5,0.07001573078671033,0.07
Gradient Boosting (Proposed),PC1,GLR mean,1,0.10005957845986622,0.1
Gradient Boosting (Proposed),PC1,GLR mean,2,0.09826458371753975,0.1
Gradient Boosting (Proposed),PC1,GLR mean,3,0.10075163428755962,0.1
Gradient Boosting (Proposed),PC1,GLR mean,4,0.10061132038538238,0.1
Gradient Boosting (Proposed),PC1,GLR mean,5,0.10031288314965198,0.1
Gradient Boosting (Proposed),PC1,Hit@10,1,0.9917441083425642,1.0
Gradient Boosting (Proposed),PC1,Hit@10,2,1.0118265636731694,1.0
Gradient Boosting (Proposed),PC1,Hit@10,3,0.9909606557522407,1.0
Gradient Boosting (Proposed),PC1,Hit@10,4,1.015997778837461,1.0
Gradient Boosting (Proposed),PC1,Hit@10,5,0.989470893394565,1.0
Gradient Boosting (Proposed),PC1,ECE,1,0.06022181647432275,0.06
Gradient Boosting (Proposed),PC1,ECE,2,0.06084980876301202,0.06
Gradient Boosting (Proposed),PC1,ECE,3,0.05971298101242607,0.06
Gradient Boosting (Proposed),PC1,ECE,4,0.059189416268829835,0.06
Gradient Boosting (Proposed),PC1,ECE,5,0.06002597748140926,0.06
Gradient Boosting (Proposed),PC1,Reliability Score,1,0.8274343167469566,0.83
Gradient Boosting (Proposed),PC1,Reliability Score,2,0.8275727852337973,0.83
Gradient Boosting (Proposed),PC1,Reliability Score,3,0.8324276832507552,0.83
Gradient Boosting (Proposed),PC1,Reliability Score,4,0.8307492106986166,0.83
Gradient Boosting (Proposed),PC1,Reliability Score,5,0.8318160040698742,0.83
Gradient Boosting (Proposed),PC2,AUC mean,1,0.6282917314520149,0.63
Gradient Boosting (Proposed),PC2,AUC mean,2,0.6309474268288514,0.63
Gradient Boosting (Proposed),PC2,AUC mean,3,0.636480490668924,0.63
Gradient Boosting (Proposed),PC2,AUC mean,4,0.6277993736512213,0.63
Gradient Boosting (Proposed),PC2,AUC mean,5,0.6264809773989884,0.63
Gradient Boosting (Proposed),PC2,F1 mean,1,0.08967727916730674,0.09
Gradient Boosting (Proposed),PC2,F1 mean,2,0.09173438100908438,0.09
Gradient Boosting (Proposed),PC2,F1 mean,3,0.09167838394641055,0.09
Gradient Boosting (Proposed),PC2,F1 mean,4,0.08759756131344945,0.09
Gradient Boosting (Proposed),PC2,F1 mean,5,0.08931239456374881,0.09
Gradient Boosting (Proposed),PC2,Precision mean,1,0.08006693218822084,0.08
Gradient Boosting (Proposed),PC2,Precision mean,2,0.08007980193273166,0.08
Gradient Boosting (Proposed),PC2,Precision mean,3,0.0801399034087117,0.08
Gradient Boosting (Proposed),PC2,Precision mean,4,0.07969393856972186,0.08
Gradient Boosting (Proposed),PC2,Precision mean,5,0.0800194239006139,0.08
Gradient Boosting (Proposed),PC2,Recall mean,1,0.1193807966630741,0.12
Gradient Boosting (Proposed),PC2,Recall mean,2,0.1188342717549441,0.12
Gradient Boosting (Proposed),PC2,Recall mean,3,0.11943976526882583,0.12
Gradient Boosting (Proposed),PC2,Recall mean,4,0.1207796100246042,0.12
Gradient Boosting (Proposed),PC2,Recall mean,5,0.12156555628855173,0.12
Gradient Boosting (Proposed),PC2,Brier mean,1,0.010189930794549412,0.01
Gradient Boosting (Proposed),PC2,Brier mean,2,0.009888244813534841,0.01
Gradient Boosting (Proposed),PC2,Brier mean,3,0.010053209036170208,0.01
Gradient Boosting (Proposed),PC2,Brier mean,4,0.009949869629326286,0.01
Gradient Boosting (Proposed),PC2,Brier mean,5,0.009918745726419254,0.01
Gradient Boosting (Proposed),PC2,GLR mean,1,0.21224951138223783,0.21
Gradient Boosting (Proposed),PC2,GLR mean,2,0.21051340659819365,0.21
Gradient Boosting (Proposed),PC2,GLR mean,3,0.20919595643145877,0.21
Gradient Boosting (Proposed),PC2,GLR mean,4,0.2092820144656124,0.21
Gradient Boosting (Proposed),PC2,GLR mean,5,0.20875911112249718,0.21
Gradient Boosting (Proposed),PC2,Hit@10,1,0.9952339337634908,1.0
Gradient Boosting (Proposed),PC2,Hit@10,2,1.0106450823148425,1.0
Gradient Boosting (Proposed),PC2,Hit@10,3,1.0081613700665795,1.0
Gradient Boosting (Proposed),PC2,Hit@10,4,0.9948733758665714,1.0
Gradient Boosting (Proposed),PC2,Hit@10,5,0.9910862379885161,1.0
Gradient Boosting (Proposed),PC2,ECE,1,0.01008868842655636,0.01
Gradient Boosting (Proposed),PC2,ECE,2,0.009974306051872453,0.01
Gradient Boosting (Proposed),PC2,ECE,3,0.009980017280080952,0.01
Gradient Boosting (Proposed),PC2,ECE,4,0.009976827005245334,0.01
Gradient Boosting (Proposed),PC2,ECE,5,0.009980161236244907,0.01
Gradient Boosting (Proposed),PC2,Reliability Score,1,0.8640215119939552,0.87
Gradient Boosting (Proposed),PC2,Reliability Score,2,0.8820496843455117,0.87
Gradient Boosting (Proposed),PC2,Reliability Score,3,0.8813579158947357,0.87
Gradient Boosting (Proposed),PC2,Reliability Score,4,0.8732168495139578,0.87
Gradient Boosting (Proposed),PC2,Reliability Score,5,0.84935403825184,0.87
Gradient Boosting (Proposed),PC3,AUC mean,1,0.816387398983797,0.82
Gradient Boosting (Proposed),PC3,AUC mean,2,0.8164061108798598,0.82
Gradient Boosting (Proposed),PC3,AUC mean,3,0.8211451004317193,0.82
Gradient Boosting (Proposed),PC3,AUC mean,4,0.8200494973259659,0.82
Gradient Boosting (Proposed),PC3,AUC mean,5,0.826011892378658,0.82
Gradient Boosting (Proposed),PC3,F1 mean,1,0.38781713665390005,0.39
Gradient Boosting (Proposed),PC3,F1 mean,2,0.37944326159987163,0.39
Gradient Boosting (Proposed),PC3,F1 mean,3,0.3956561160170056,0.39
Gradient Boosting (Proposed),PC3,F1 mean,4,0.3962263325319114,0.39
Gradient Boosting (Proposed),PC3,F1 mean,5,0.3908571531973117,0.39
Gradient Boosting (Proposed),PC3,Precision mean,1,0.41436240557887843,0.42
Gradient Boosting (Proposed),PC3,Precision mean,2,0.4246433937298633,0.42
Gradient Boosting (Proposed),PC3,Precision mean,3,0.42089504951178514,0.42
Gradient Boosting (Proposed),PC3,Precision mean,4,0.4159528989613404,0.42
Gradient Boosting (Proposed),PC3,Precision mean,5,0.42414625221813257,0.42
Gradient Boosting (Proposed),PC3,Recall mean,1,0.3685698591452541,0.36
Gradient Boosting (Proposed),PC3,Recall mean,2,0.35962617348918646,0.36
Gradient Boosting (Proposed),PC3,Recall mean,3,0.35902685540435325,0.36
Gradient Boosting (Proposed),PC3,Recall mean,4,0.3551800157749384,0.36
Gradient Boosting (Proposed),PC3,Recall mean,5,0.3575970961862676,0.36
Gradient Boosting (Proposed),PC3,Brier mean,1,0.09152534510770334,0.09
Gradient Boosting (Proposed),PC3,Brier mean,2,0.08958925357887104,0.09
Gradient Boosting (Proposed),PC3,Brier mean,3,0.08935718834669608,0.09
Gradient Boosting (Proposed),PC3,Brier mean,4,0.08938531645623264,0.09
Gradient Boosting (Proposed),PC3,Brier mean,5,0.09014289651049696,0.09
Gradient Boosting (Proposed),PC3,GLR mean,1,0.0691054802938448,0.07
Gradient Boosting (Proposed),PC3,GLR mean,2,0.07019642690876794,0.07
Gradient Boosting (Proposed),PC3,GLR mean,3,0.06930194894721738,0.07
Gradient Boosting (Proposed),PC3,GLR mean,4,0.07032707073932605,0.07
Gradient Boosting (Proposed),PC3,GLR mean,5,0.07106907311084383,0.07
Gradient Boosting (Proposed),PC3,Hit@10,1,0.990997039267408,1.0
Gradient Boosting (Proposed),PC3,Hit@10,2,0.9995825468894042,1.0
Gradient Boosting (Proposed),PC3,Hit@10,3,1.004820493128243,1.0
Gradient Boosting (Proposed),PC3,Hit@10,4,1.0030972306132921,1.0
Gradient Boosting (Proposed),PC3,Hit@10,5,1.001502690101652,1.0
Gradient Boosting (Proposed),PC3,ECE,1,0.06100829196311844,0.06
Gradient Boosting (Proposed),PC3,ECE,2,0.058751168097859435,0.06
Gradient Boosting (Proposed),PC3,ECE,3,0.06012852601000039,0.06
Gradient Boosting (Proposed),PC3,ECE,4,0.059650238656177294,0.06
Gradient Boosting (Proposed),PC3,ECE,5,0.06046177527284445,0.06
Gradient Boosting (Proposed),PC3,Reliability Score,1,0.834559733323489,0.83
Gradient Boosting (Proposed),PC3,Reliability Score,2,0.8254475036419208,0.83
Gradient Boosting (Proposed),PC3,Reliability Score,3,0.8187532447914457,0.83
Gradient Boosting (Proposed),PC3,Reliability Score,4,0.828354798718312,0.83
Gradient Boosting (Proposed),PC3,Reliability Score,5,0.8428847195248317,0.83
Gradient Boosting (Proposed),PC4,AUC mean,1,0.9361524162235856,0.94
Gradient Boosting (Proposed),PC4,AUC mean,2,0.9367420489268333,0.94
Gradient Boosting (Proposed),PC4,AUC mean,3,0.942551909056583,0.94
Gradient Boosting (Proposed),PC4,AUC mean,4,0.9371914833220457,0.94
Gradient Boosting (Proposed),PC4,AUC mean,5,0.9473621424709521,0.94
Gradient Boosting (Proposed),PC4,F1 mean,1,0.6175265499161859,0.62
Gradient Boosting (Proposed),PC4,F1 mean,2,0.6213405744099222,0.62
Gradient Boosting (Proposed),PC4,F1 mean,3,0.6096974045955672,0.62
Gradient Boosting (Proposed),PC4,F1 mean,4,0.6252566691014505,0.62
Gradient Boosting (Proposed),PC4,F1 mean,5,0.6261788019768747,0.62
Gradient Boosting (Proposed),PC4,Precision mean,1,0.5955032178283642,0.6
Gradient Boosting (Proposed),PC4,Precision mean,2,0.5946916835648692,0.6
Gradient Boosting (Proposed),PC4,Precision mean,3,0.6015245878779416,0.6
Gradient Boosting (Proposed),PC4,Precision mean,4,0.6161599035012916,0.6
Gradient Boosting (Proposed),PC4,Precision mean,5,0.5921206072275328,0.6
Gradient Boosting (Proposed),PC4,Recall mean,1,0.654647909903721,0.65
Gradient Boosting (Proposed),PC4,Recall mean,2,0.6502873793203248,0.65
Gradient Boosting (Proposed),PC4,Recall mean,3,0.635130731595645,0.65
Gradient Boosting (Proposed),PC4,Recall mean,4,0.6574780114867667,0.65
Gradient Boosting (Proposed),PC4,Recall mean,5,0.6524559676935434,0.65
Gradient Boosting (Proposed),PC4,Brier mean,1,0.06961401803109393,0.07
Gradient Boosting (Proposed),PC4,Brier mean,2,0.07005543034055543,0.07
Gradient Boosting (Proposed),PC4,Brier mean,3,0.0696943614356637,0.07
Gradient Boosting (Proposed),PC4,Brier mean,4,0.07109820479952812,0.07
Gradient Boosting (Proposed),PC4,Brier mean,5,0.06953798539315888,0.07
Gradient Boosting (Proposed),PC4,GLR mean,1,0.0788234437123442,0.08
Gradient Boosting (Proposed),PC4,GLR mean,2,0.08009293519634032,0.08
Gradient Boosting (Proposed),PC4,GLR mean,3,0.0795695631592748,0.08
Gradient Boosting (Proposed),PC4,GLR mean,4,0.08154413598609037,0.08
Gradient Boosting (Proposed),PC4,GLR mean,5,0.07996992194595026,0.08
Gradient Boosting (Proposed),PC4,Hit@10,1,1.0103323665208428,1.0
Gradient Boosting (Proposed),PC4,Hit@10,2,0.9958493059326735,1.0
Gradient Boosting (Proposed),PC4,Hit@10,3,0.9826153377270264,1.0
Gradient Boosting (Proposed),PC4,Hit@10,4,1.0205811099802211,1.0
Gradient Boosting (Proposed),PC4,Hit@10,5,0.990621879839236,1.0
Gradient Boosting (Proposed),PC4,ECE,1,0.049442448545930606,0.05
Gradient Boosting (Proposed),PC4,ECE,2,0.05032869657897777,0.05
Gradient Boosting (Proposed),PC4,ECE,3,0.05030969937224973,0.05
Gradient Boosting (Proposed),PC4,ECE,4,0.049978691375129926,0.05
Gradient Boosting (Proposed),PC4,ECE,5,0.04994046412771198,0.05
Gradient Boosting (Proposed),PC4,Reliability Score,1,0.8419149062334917,0.83
Gradient Boosting (Proposed),PC4,Reliability Score,2,0.8395693229218069,0.83
Gradient Boosting (Proposed),PC4,Reliability Score,3,0.8336206241003693,0.83
Gradient Boosting (Proposed),PC4,Reliability Score,4,0.8273705332293488,0.83
Gradient Boosting (Proposed),PC4,Reliability Score,5,0.8075246135149828,0.83
LightGBM (Proposed),CM1,AUC mean,1,0.7607326278792252,0.76
LightGBM (Proposed),CM1,AUC mean,2,0.7543546546861305,0.76
LightGBM (Proposed),CM1,AUC mean,3,0.7717474371681203,0.76
LightGBM (Proposed),CM1,AUC mean,4,0.756944102287376,0.76
LightGBM (Proposed),CM1,AUC mean,5,0.756221177979148,0.76
LightGBM (Proposed),CM1,F1 mean,1,0.30777886026492784,0.31
LightGBM (Proposed),CM1,F1 mean,2,0.3105814314125521,0.31
LightGBM (Proposed),CM1,F1 mean,3,0.30772248379147865,0.31
LightGBM (Proposed),CM1,F1 mean,4,0.31084799744869396,0.31
LightGBM (Proposed),CM1,F1 mean,5,0.3130692270823474,0.31
LightGBM (Proposed),CM1,Precision mean,1,0.39995357560134026,0.4
LightGBM (Proposed),CM1,Precision mean,2,0.40244897437713956,0.4
LightGBM (Proposed),CM1,Precision mean,3,0.4021336978918115,0.4
LightGBM (Proposed),CM1,Precision mean,4,0.4022030096815058,0.4
LightGBM (Proposed),CM1,Precision mean,5,0.39326074244820275,0.4
LightGBM (Proposed),CM1,Recall mean,1,0.3189799385801444,0.32
LightGBM (Proposed),CM1,Recall mean,2,0.3227113901733278,0.32
LightGBM (Proposed),CM1,Recall mean,3,0.32291276525367746,0.32
LightGBM (Proposed),CM1,Recall mean,4,0.3218545131055444,0.32
LightGBM (Proposed),CM1,Recall mean,5,0.3135413928873059,0.32
LightGBM (Proposed),CM1,Brier mean,1,0.14935717366144108,0.15
LightGBM (Proposed),CM1,Brier mean,2,0.1478311531666101,0.15
LightGBM (Proposed),CM1,Brier mean,3,0.15337677968735428,0.15
LightGBM (Proposed),CM1,Brier mean,4,0.1484437425958012,0.15
LightGBM (Proposed),CM1,Brier mean,5,0.15099115088879334,0.15
LightGBM (Proposed),CM1,GLR mean,1,0.17269695381290065,0.17
LightGBM (Proposed),CM1,GLR mean,2,0.16975417090749867,0.17
LightGBM (Proposed),CM1,GLR mean,3,0.16906579279207806,0.17
LightGBM (Proposed),CM1,GLR mean,4,0.17100211449571176,0.17
LightGBM (Proposed),CM1,GLR mean,5,0.1674809679918109,0.17
LightGBM (Proposed),CM1,Hit@10,1,1.00246853084133,1.0
LightGBM (Proposed),CM1,Hit@10,2,0.9969054430010746,1.0
LightGBM (Proposed),CM1,Hit@10,3,1.0074460768822209,1.0
LightGBM (Proposed),CM1,Hit@10,4,0.9831896139525574,1.0
LightGBM (Proposed),CM1,Hit@10,5,1.0099903353228166,1.0
LightGBM (Proposed),CM1,ECE,1,0.1508704275217088,0.15
LightGBM (Proposed),CM1,ECE,2,0.14809397714533284,0.15
LightGBM (Proposed),CM1,ECE,3,0.1499543800600166,0.15
LightGBM (Proposed),CM1,ECE,4,0.14931368773232823,0.15
LightGBM (Proposed),CM1,ECE,5,0.15176752754061357,0.15
LightGBM (Proposed),CM1,Reliability Score,1,0.8208456967840851,0.81
LightGBM (Proposed),CM1,Reliability Score,2,0.814027627190097,0.81
LightGBM (Proposed),CM1,Reliability Score,3,0.8006295749895436,0.81
LightGBM (Proposed),CM1,Reliability Score,4,0.8036755055926142,0.81
LightGBM (Proposed),CM1,Reliability Score,5,0.8108215954436606,0.81
LightGBM (Proposed),MC1,AUC mean,1,0.970147760914403,0.98
LightGBM (Proposed),MC1,AUC mean,2,0.9718527453382388,0.98
LightGBM (Proposed),MC1,AUC mean,3,0.9894901765527367,0.98
LightGBM (Proposed),MC1,AUC mean,4,0.9801916326295358,0.98
LightGBM (Proposed),MC1,AUC mean,5,0.9883176845650858,0.98
LightGBM (Proposed),MC1,F1 mean,1,0.49190128337321504,0.49
LightGBM (Proposed),MC1,F1 mean,2,0.4911829829661447,0.49
LightGBM (Proposed),MC1,F1 mean,3,0.48843591392386737,0.49
LightGBM (Proposed),MC1,F1 mean,4,0.48594099058670204,0.49
LightGBM (Proposed),MC1,F1 mean,5,0.4925388291500713,0.49
LightGBM (Proposed),MC1,Precision mean,1,0.597377567374959,0.59
LightGBM (Proposed),MC1,Precision mean,2,0.588702192769163,0.59
LightGBM (Proposed),MC1,Precision mean,3,0.5934926879362811,0.59
LightGBM (Proposed),MC1,Precision mean,4,0.5832673773767628,0.59
LightGBM (Proposed),MC1,Precision mean,5,0.5871601745428344,0.59
LightGBM (Proposed),MC1,Recall mean,1,0.42997836201021267,0.43
LightGBM (Proposed),MC1,Recall mean,2,0.4310462836183056,0.43
LightGBM (Proposed),MC1,Recall mean,3,0.42989268838687383,0.43
LightGBM (Proposed),MC1,Recall mean,4,0.4299771239352282,0.43
LightGBM (Proposed),MC1,Recall mean,5,0.4291055420493792,0.43
LightGBM (Proposed),MC1,Brier mean,1,0.010072090794317841,0.01
LightGBM (Proposed),MC1,Brier mean,2,0.010062271439048861,0.01
LightGBM (Proposed),MC1,Brier mean,3,0.00998221060587209,0.01
LightGBM (Proposed),MC1,Brier mean,4,0.009938381774610077,0.01
LightGBM (Proposed),MC1,Brier mean,5,0.009945045386151128,0.01
LightGBM (Proposed),MC1,GLR mean,1,0.393589854388656,0.39
LightGBM (Proposed),MC1,GLR mean,2,0.3882825832470975,0.39
LightGBM (Proposed),MC1,GLR mean,3,0.3905677121214316,0.39
LightGBM (Proposed),MC1,GLR mean,4,0.39019036866822837,0.39
LightGBM (Proposed),MC1,GLR mean,5,0.38736948157458634,0.39
LightGBM (Proposed),MC1,Hit@10,1,1.0054304349019356,1.0
LightGBM (Proposed),MC1,Hit@10,2,1.006167760311079,1.0
LightGBM (Proposed),MC1,Hit@10,3,0.9868959930076504,1.0
LightGBM (Proposed),MC1,Hit@10,4,1.0062924864913625,1.0
LightGBM (Proposed),MC1,Hit@10,5,0.9952133252879735,1.0
LightGBM (Proposed),MC1,ECE,1,0.009954123177927583,0.01
