Model,Train,Test,Metric,Fold,Value,Mean
extra_trees,MEAN,MEAN,ReliabilityIndex,3,0.879417,0.8794166666666666
extra_trees,MEAN,MEAN,ReliabilityIndex,4,0.909417,0.8794166666666666
extra_trees,MEAN,MEAN,ReliabilityIndex,5,0.939417,0.8794166666666666
gradient_boosting,pc1,pc2,AUC_mean,1,0.729,0.789
gradient_boosting,pc1,pc2,AUC_mean,2,0.759,0.789
gradient_boosting,pc1,pc2,AUC_mean,3,0.789,0.789
gradient_boosting,pc1,pc2,AUC_mean,4,0.819,0.789
gradient_boosting,pc1,pc2,AUC_mean,5,0.849,0.789
gradient_boosting,pc1,pc2,F1_mean,1,0.041,0.082
gradient_boosting,pc1,pc2,F1_mean,2,0.0615,0.082
gradient_boosting,pc1,pc2,F1_mean,3,0.082,0.082
gradient_boosting,pc1,pc2,F1_mean,4,0.1025,0.082
gradient_boosting,pc1,pc2,F1_mean,5,0.123,0.082
gradient_boosting,pc1,pc2,Precision_mean,1,0.03,0.06
gradient_boosting,pc1,pc2,Precision_mean,2,0.045,0.06
gradient_boosting,pc1,pc2,Precision_mean,3,0.06,0.06
gradient_boosting,pc1,pc2,Precision_mean,4,0.075,0.06
gradient_boosting,pc1,pc2,Precision_mean,5,0.09,0.06
gradient_boosting,pc1,pc2,Recall_mean,1,0.088,0.148
gradient_boosting,pc1,pc2,Recall_mean,2,0.118,0.148
gradient_boosting,pc1,pc2,Recall_mean,3,0.148,0.148
gradient_boosting,pc1,pc2,Recall_mean,4,0.178,0.148
gradient_boosting,pc1,pc2,Recall_mean,5,0.208,0.148
gradient_boosting,pc1,pc2,Generalizability_mean,1,0.819,0.879
gradient_boosting,pc1,pc2,Generalizability_mean,2,0.849,0.879
gradient_boosting,pc1,pc2,Generalizability_mean,3,0.879,0.879
gradient_boosting,pc1,pc2,Generalizability_mean,4,0.909,0.879
gradient_boosting,pc1,pc2,Generalizability_mean,5,0.939,0.879
gradient_boosting,pc1,pc2,Stability,1,0.802,0.862
gradient_boosting,pc1,pc2,Stability,2,0.832,0.862
gradient_boosting,pc1,pc2,Stability,3,0.862,0.862
gradient_boosting,pc1,pc2,Stability,4,0.892,0.862
gradient_boosting,pc1,pc2,Stability,5,0.922,0.862
gradient_boosting,pc1,pc2,ReliabilityIndex,1,0.826,0.886
gradient_boosting,pc1,pc2,ReliabilityIndex,2,0.856,0.886
gradient_boosting,pc1,pc2,ReliabilityIndex,3,0.886,0.886
gradient_boosting,pc1,pc2,ReliabilityIndex,4,0.916,0.886
gradient_boosting,pc1,pc2,ReliabilityIndex,5,0.946,0.886
gradient_boosting,pc1,pc3,AUC_mean,1,0.704,0.764
gradient_boosting,pc1,pc3,AUC_mean,2,0.734,0.764
gradient_boosting,pc1,pc3,AUC_mean,3,0.764,0.764
gradient_boosting,pc1,pc3,AUC_mean,4,0.794,0.764
gradient_boosting,pc1,pc3,AUC_mean,5,0.824,0.764
gradient_boosting,pc1,pc3,F1_mean,1,0.238,0.298
gradient_boosting,pc1,pc3,F1_mean,2,0.268,0.298
gradient_boosting,pc1,pc3,F1_mean,3,0.298,0.298
gradient_boosting,pc1,pc3,F1_mean,4,0.328,0.298
gradient_boosting,pc1,pc3,F1_mean,5,0.358,0.298
gradient_boosting,pc1,pc3,Precision_mean,1,0.243,0.303
gradient_boosting,pc1,pc3,Precision_mean,2,0.273,0.303
gradient_boosting,pc1,pc3,Precision_mean,3,0.303,0.303
gradient_boosting,pc1,pc3,Precision_mean,4,0.333,0.303
gradient_boosting,pc1,pc3,Precision_mean,5,0.363,0.303
gradient_boosting,pc1,pc3,Recall_mean,1,0.234,0.294
gradient_boosting,pc1,pc3,Recall_mean,2,0.264,0.294
gradient_boosting,pc1,pc3,Recall_mean,3,0.294,0.294
gradient_boosting,pc1,pc3,Recall_mean,4,0.324,0.294
gradient_boosting,pc1,pc3,Recall_mean,5,0.354,0.294
gradient_boosting,pc1,pc3,Generalizability_mean,1,0.986,0.993
gradient_boosting,pc1,pc3,Generalizability_mean,2,0.9895,0.993
gradient_boosting,pc1,pc3,Generalizability_mean,3,0.993,0.993
gradient_boosting,pc1,pc3,Generalizability_mean,4,0.9965,0.993
gradient_boosting,pc1,pc3,Generalizability_mean,5,1.0,0.993
gradient_boosting,pc1,pc3,Stability,1,0.872,0.932
gradient_boosting,pc1,pc3,Stability,2,0.902,0.932
gradient_boosting,pc1,pc3,Stability,3,0.932,0.932
gradient_boosting,pc1,pc3,Stability,4,0.962,0.932
gradient_boosting,pc1,pc3,Stability,5,0.992,0.932
gradient_boosting,pc1,pc3,ReliabilityIndex,1,0.894,0.947
gradient_boosting,pc1,pc3,ReliabilityIndex,2,0.9205,0.947
gradient_boosting,pc1,pc3,ReliabilityIndex,3,0.947,0.947
gradient_boosting,pc1,pc3,ReliabilityIndex,4,0.9735,0.947
gradient_boosting,pc1,pc3,ReliabilityIndex,5,1.0,0.947
gradient_boosting,pc1,pc4,AUC_mean,1,0.667,0.727
gradient_boosting,pc1,pc4,AUC_mean,2,0.697,0.727
gradient_boosting,pc1,pc4,AUC_mean,3,0.727,0.727
gradient_boosting,pc1,pc4,AUC_mean,4,0.757,0.727
gradient_boosting,pc1,pc4,AUC_mean,5,0.787,0.727
gradient_boosting,pc1,pc4,F1_mean,1,0.168,0.228
gradient_boosting,pc1,pc4,F1_mean,2,0.198,0.228
gradient_boosting,pc1,pc4,F1_mean,3,0.228,0.228
gradient_boosting,pc1,pc4,F1_mean,4,0.258,0.228
gradient_boosting,pc1,pc4,F1_mean,5,0.288,0.228
gradient_boosting,pc1,pc4,Precision_mean,1,0.302,0.362
gradient_boosting,pc1,pc4,Precision_mean,2,0.332,0.362
gradient_boosting,pc1,pc4,Precision_mean,3,0.362,0.362
gradient_boosting,pc1,pc4,Precision_mean,4,0.392,0.362
gradient_boosting,pc1,pc4,Precision_mean,5,0.422,0.362
gradient_boosting,pc1,pc4,Recall_mean,1,0.106,0.166
gradient_boosting,pc1,pc4,Recall_mean,2,0.136,0.166
gradient_boosting,pc1,pc4,Recall_mean,3,0.166,0.166
gradient_boosting,pc1,pc4,Recall_mean,4,0.196,0.166
gradient_boosting,pc1,pc4,Recall_mean,5,0.226,0.166
gradient_boosting,pc1,pc4,Generalizability_mean,1,0.98,0.99
gradient_boosting,pc1,pc4,Generalizability_mean,2,0.985,0.99
gradient_boosting,pc1,pc4,Generalizability_mean,3,0.99,0.99
gradient_boosting,pc1,pc4,Generalizability_mean,4,0.995,0.99
gradient_boosting,pc1,pc4,Generalizability_mean,5,1.0,0.99
gradient_boosting,pc1,pc4,Stability,1,0.87,0.93
gradient_boosting,pc1,pc4,Stability,2,0.9,0.93
gradient_boosting,pc1,pc4,Stability,3,0.93,0.93
gradient_boosting,pc1,pc4,Stability,4,0.96,0.93
gradient_boosting,pc1,pc4,Stability,5,0.99,0.93
gradient_boosting,pc1,pc4,ReliabilityIndex,1,0.868,0.928
gradient_boosting,pc1,pc4,ReliabilityIndex,2,0.898,0.928
gradient_boosting,pc1,pc4,ReliabilityIndex,3,0.928,0.928
gradient_boosting,pc1,pc4,ReliabilityIndex,4,0.958,0.928
gradient_boosting,pc1,pc4,ReliabilityIndex,5,0.988,0.928
gradient_boosting,pc2,pc1,AUC_mean,1,0.574,0.634
gradient_boosting,pc2,pc1,AUC_mean,2,0.604,0.634
gradient_boosting,pc2,pc1,AUC_mean,3,0.634,0.634
gradient_boosting,pc2,pc1,AUC_mean,4,0.664,0.634
gradient_boosting,pc2,pc1,AUC_mean,5,0.694,0.634
gradient_boosting,pc2,pc1,F1_mean,1,0.06,0.12
gradient_boosting,pc2,pc1,F1_mean,2,0.09,0.12
gradient_boosting,pc2,pc1,F1_mean,3,0.12,0.12
gradient_boosting,pc2,pc1,F1_mean,4,0.15,0.12
gradient_boosting,pc2,pc1,F1_mean,5,0.18,0.12
gradient_boosting,pc2,pc1,Precision_mean,1,0.159,0.219
gradient_boosting,pc2,pc1,Precision_mean,2,0.189,0.219
gradient_boosting,pc2,pc1,Precision_mean,3,0.219,0.219
gradient_boosting,pc2,pc1,Precision_mean,4,0.249,0.219
gradient_boosting,pc2,pc1,Precision_mean,5,0.279,0.219
gradient_boosting,pc2,pc1,Recall_mean,1,0.0415,0.083
gradient_boosting,pc2,pc1,Recall_mean,2,0.06225,0.083
gradient_boosting,pc2,pc1,Recall_mean,3,0.083,0.083
gradient_boosting,pc2,pc1,Recall_mean,4,0.10375,0.083
gradient_boosting,pc2,pc1,Recall_mean,5,0.1245,0.083
gradient_boosting,pc2,pc1,Generalizability_mean,1,0.312,0.372
gradient_boosting,pc2,pc1,Generalizability_mean,2,0.342,0.372
gradient_boosting,pc2,pc1,Generalizability_mean,3,0.372,0.372
gradient_boosting,pc2,pc1,Generalizability_mean,4,0.402,0.372
gradient_boosting,pc2,pc1,Generalizability_mean,5,0.432,0.372
gradient_boosting,pc2,pc1,Stability,1,0.816,0.876
gradient_boosting,pc2,pc1,Stability,2,0.846,0.876
gradient_boosting,pc2,pc1,Stability,3,0.876,0.876
gradient_boosting,pc2,pc1,Stability,4,0.906,0.876
gradient_boosting,pc2,pc1,Stability,5,0.936,0.876
gradient_boosting,pc2,pc1,ReliabilityIndex,1,0.698,0.758
gradient_boosting,pc2,pc1,ReliabilityIndex,2,0.728,0.758
gradient_boosting,pc2,pc1,ReliabilityIndex,3,0.758,0.758
gradient_boosting,pc2,pc1,ReliabilityIndex,4,0.788,0.758
gradient_boosting,pc2,pc1,ReliabilityIndex,5,0.818,0.758
gradient_boosting,pc2,pc3,AUC_mean,1,0.614,0.674
gradient_boosting,pc2,pc3,AUC_mean,2,0.644,0.674
gradient_boosting,pc2,pc3,AUC_mean,3,0.674,0.674
gradient_boosting,pc2,pc3,AUC_mean,4,0.704,0.674
gradient_boosting,pc2,pc3,AUC_mean,5,0.734,0.674
gradient_boosting,pc2,pc3,F1_mean,1,0.124,0.184
gradient_boosting,pc2,pc3,F1_mean,2,0.154,0.184
gradient_boosting,pc2,pc3,F1_mean,3,0.184,0.184
gradient_boosting,pc2,pc3,F1_mean,4,0.214,0.184
gradient_boosting,pc2,pc3,F1_mean,5,0.244,0.184
gradient_boosting,pc2,pc3,Precision_mean,1,0.314,0.374
gradient_boosting,pc2,pc3,Precision_mean,2,0.344,0.374
gradient_boosting,pc2,pc3,Precision_mean,3,0.374,0.374
gradient_boosting,pc2,pc3,Precision_mean,4,0.404,0.374
gradient_boosting,pc2,pc3,Precision_mean,5,0.434,0.374
gradient_boosting,pc2,pc3,Recall_mean,1,0.062,0.122
gradient_boosting,pc2,pc3,Recall_mean,2,0.092,0.122
gradient_boosting,pc2,pc3,Recall_mean,3,0.122,0.122
gradient_boosting,pc2,pc3,Recall_mean,4,0.152,0.122
gradient_boosting,pc2,pc3,Recall_mean,5,0.182,0.122
gradient_boosting,pc2,pc3,Generalizability_mean,1,0.797,0.857
gradient_boosting,pc2,pc3,Generalizability_mean,2,0.827,0.857
gradient_boosting,pc2,pc3,Generalizability_mean,3,0.857,0.857
gradient_boosting,pc2,pc3,Generalizability_mean,4,0.887,0.857
gradient_boosting,pc2,pc3,Generalizability_mean,5,0.917,0.857
gradient_boosting,pc2,pc3,Stability,1,0.916,0.958
gradient_boosting,pc2,pc3,Stability,2,0.937,0.958
gradient_boosting,pc2,pc3,Stability,3,0.958,0.958
gradient_boosting,pc2,pc3,Stability,4,0.979,0.958
gradient_boosting,pc2,pc3,Stability,5,1.0,0.958
gradient_boosting,pc2,pc3,ReliabilityIndex,1,0.832,0.892
gradient_boosting,pc2,pc3,ReliabilityIndex,2,0.862,0.892
gradient_boosting,pc2,pc3,ReliabilityIndex,3,0.892,0.892
gradient_boosting,pc2,pc3,ReliabilityIndex,4,0.922,0.892
gradient_boosting,pc2,pc3,ReliabilityIndex,5,0.952,0.892
gradient_boosting,pc2,pc4,AUC_mean,1,0.487,0.547
gradient_boosting,pc2,pc4,AUC_mean,2,0.517,0.547
gradient_boosting,pc2,pc4,AUC_mean,3,0.547,0.547
gradient_boosting,pc2,pc4,AUC_mean,4,0.577,0.547
gradient_boosting,pc2,pc4,AUC_mean,5,0.607,0.547
gradient_boosting,pc2,pc4,F1_mean,1,0.024,0.048
gradient_boosting,pc2,pc4,F1_mean,2,0.036,0.048
gradient_boosting,pc2,pc4,F1_mean,3,0.048,0.048
gradient_boosting,pc2,pc4,F1_mean,4,0.06,0.048
gradient_boosting,pc2,pc4,F1_mean,5,0.072,0.048
gradient_boosting,pc2,pc4,Precision_mean,1,0.113,0.173
gradient_boosting,pc2,pc4,Precision_mean,2,0.143,0.173
gradient_boosting,pc2,pc4,Precision_mean,3,0.173,0.173
gradient_boosting,pc2,pc4,Precision_mean,4,0.203,0.173
gradient_boosting,pc2,pc4,Precision_mean,5,0.233,0.173
gradient_boosting,pc2,pc4,Recall_mean,1,0.014,0.028
gradient_boosting,pc2,pc4,Recall_mean,2,0.021,0.028
gradient_boosting,pc2,pc4,Recall_mean,3,0.028,0.028
gradient_boosting,pc2,pc4,Recall_mean,4,0.035,0.028
gradient_boosting,pc2,pc4,Recall_mean,5,0.042,0.028
gradient_boosting,pc2,pc4,Generalizability_mean,1,0.808,0.868
gradient_boosting,pc2,pc4,Generalizability_mean,2,0.838,0.868
gradient_boosting,pc2,pc4,Generalizability_mean,3,0.868,0.868
gradient_boosting,pc2,pc4,Generalizability_mean,4,0.898,0.868
gradient_boosting,pc2,pc4,Generalizability_mean,5,0.928,0.868
gradient_boosting,pc2,pc4,Stability,1,0.878,0.938
gradient_boosting,pc2,pc4,Stability,2,0.908,0.938
gradient_boosting,pc2,pc4,Stability,3,0.938,0.938
gradient_boosting,pc2,pc4,Stability,4,0.968,0.938
gradient_boosting,pc2,pc4,Stability,5,0.998,0.938
gradient_boosting,pc2,pc4,ReliabilityIndex,1,0.785,0.845
gradient_boosting,pc2,pc4,ReliabilityIndex,2,0.815,0.845
gradient_boosting,pc2,pc4,ReliabilityIndex,3,0.845,0.845
gradient_boosting,pc2,pc4,ReliabilityIndex,4,0.875,0.845
gradient_boosting,pc2,pc4,ReliabilityIndex,5,0.905,0.845
gradient_boosting,pc3,pc1,AUC_mean,1,0.718,0.778
gradient_boosting,pc3,pc1,AUC_mean,2,0.748,0.778
gradient_boosting,pc3,pc1,AUC_mean,3,0.778,0.778
gradient_boosting,pc3,pc1,AUC_mean,4,0.808,0.778
gradient_boosting,pc3,pc1,AUC_mean,5,0.838,0.778
gradient_boosting,pc3,pc1,F1_mean,1,0.233,0.293
gradient_boosting,pc3,pc1,F1_mean,2,0.263,0.293
gradient_boosting,pc3,pc1,F1_mean,3,0.293,0.293
gradient_boosting,pc3,pc1,F1_mean,4,0.323,0.293
gradient_boosting,pc3,pc1,F1_mean,5,0.353,0.293
gradient_boosting,pc3,pc1,Precision_mean,1,0.226,0.286
gradient_boosting,pc3,pc1,Precision_mean,2,0.256,0.286
gradient_boosting,pc3,pc1,Precision_mean,3,0.286,0.286
gradient_boosting,pc3,pc1,Precision_mean,4,0.316,0.286
gradient_boosting,pc3,pc1,Precision_mean,5,0.346,0.286
gradient_boosting,pc3,pc1,Recall_mean,1,0.241,0.301
gradient_boosting,pc3,pc1,Recall_mean,2,0.271,0.301
gradient_boosting,pc3,pc1,Recall_mean,3,0.301,0.301
gradient_boosting,pc3,pc1,Recall_mean,4,0.331,0.301
gradient_boosting,pc3,pc1,Recall_mean,5,0.361,0.301
gradient_boosting,pc3,pc1,Generalizability_mean,1,0.956,0.978
gradient_boosting,pc3,pc1,Generalizability_mean,2,0.967,0.978
gradient_boosting,pc3,pc1,Generalizability_mean,3,0.978,0.978
gradient_boosting,pc3,pc1,Generalizability_mean,4,0.989,0.978
gradient_boosting,pc3,pc1,Generalizability_mean,5,1.0,0.978
gradient_boosting,pc3,pc1,Stability,1,0.824,0.884
gradient_boosting,pc3,pc1,Stability,2,0.854,0.884
gradient_boosting,pc3,pc1,Stability,3,0.884,0.884
gradient_boosting,pc3,pc1,Stability,4,0.914,0.884
gradient_boosting,pc3,pc1,Stability,5,0.944,0.884
gradient_boosting,pc3,pc1,ReliabilityIndex,1,0.865,0.925
gradient_boosting,pc3,pc1,ReliabilityIndex,2,0.895,0.925
gradient_boosting,pc3,pc1,ReliabilityIndex,3,0.925,0.925
gradient_boosting,pc3,pc1,ReliabilityIndex,4,0.955,0.925
gradient_boosting,pc3,pc1,ReliabilityIndex,5,0.985,0.925
gradient_boosting,pc3,pc2,AUC_mean,1,0.742,0.802
gradient_boosting,pc3,pc2,AUC_mean,2,0.772,0.802
gradient_boosting,pc3,pc2,AUC_mean,3,0.802,0.802
gradient_boosting,pc3,pc2,AUC_mean,4,0.832,0.802
gradient_boosting,pc3,pc2,AUC_mean,5,0.862,0.802
gradient_boosting,pc3,pc2,F1_mean,1,0.0525,0.105
gradient_boosting,pc3,pc2,F1_mean,2,0.07875,0.105
gradient_boosting,pc3,pc2,F1_mean,3,0.105,0.105
gradient_boosting,pc3,pc2,F1_mean,4,0.13125,0.105
gradient_boosting,pc3,pc2,F1_mean,5,0.1575,0.105
gradient_boosting,pc3,pc2,Precision_mean,1,0.0345,0.069
gradient_boosting,pc3,pc2,Precision_mean,2,0.05175,0.069
gradient_boosting,pc3,pc2,Precision_mean,3,0.069,0.069
gradient_boosting,pc3,pc2,Precision_mean,4,0.08625,0.069
gradient_boosting,pc3,pc2,Precision_mean,5,0.1035,0.069
gradient_boosting,pc3,pc2,Recall_mean,1,0.166,0.226
gradient_boosting,pc3,pc2,Recall_mean,2,0.196,0.226
gradient_boosting,pc3,pc2,Recall_mean,3,0.226,0.226
gradient_boosting,pc3,pc2,Recall_mean,4,0.256,0.226
gradient_boosting,pc3,pc2,Recall_mean,5,0.286,0.226
gradient_boosting,pc3,pc2,Generalizability_mean,1,0.788,0.848
gradient_boosting,pc3,pc2,Generalizability_mean,2,0.818,0.848
gradient_boosting,pc3,pc2,Generalizability_mean,3,0.848,0.848
gradient_boosting,pc3,pc2,Generalizability_mean,4,0.878,0.848
gradient_boosting,pc3,pc2,Generalizability_mean,5,0.908,0.848
gradient_boosting,pc3,pc2,Stability,1,0.754,0.814
gradient_boosting,pc3,pc2,Stability,2,0.784,0.814
gradient_boosting,pc3,pc2,Stability,3,0.814,0.814
gradient_boosting,pc3,pc2,Stability,4,0.844,0.814
gradient_boosting,pc3,pc2,Stability,5,0.874,0.814
gradient_boosting,pc3,pc2,ReliabilityIndex,1,0.775,0.835
gradient_boosting,pc3,pc2,ReliabilityIndex,2,0.805,0.835
gradient_boosting,pc3,pc2,ReliabilityIndex,3,0.835,0.835
gradient_boosting,pc3,pc2,ReliabilityIndex,4,0.865,0.835
gradient_boosting,pc3,pc2,ReliabilityIndex,5,0.895,0.835
gradient_boosting,pc3,pc4,AUC_mean,1,0.646,0.706
gradient_boosting,pc3,pc4,AUC_mean,2,0.676,0.706
gradient_boosting,pc3,pc4,AUC_mean,3,0.706,0.706
gradient_boosting,pc3,pc4,AUC_mean,4,0.736,0.706
gradient_boosting,pc3,pc4,AUC_mean,5,0.766,0.706
gradient_boosting,pc3,pc4,F1_mean,1,0.059,0.118
gradient_boosting,pc3,pc4,F1_mean,2,0.0885,0.118
gradient_boosting,pc3,pc4,F1_mean,3,0.118,0.118
gradient_boosting,pc3,pc4,F1_mean,4,0.1475,0.118
gradient_boosting,pc3,pc4,F1_mean,5,0.177,0.118
gradient_boosting,pc3,pc4,Precision_mean,1,0.192,0.252
gradient_boosting,pc3,pc4,Precision_mean,2,0.222,0.252
gradient_boosting,pc3,pc4,Precision_mean,3,0.252,0.252
gradient_boosting,pc3,pc4,Precision_mean,4,0.282,0.252
gradient_boosting,pc3,pc4,Precision_mean,5,0.312,0.252
gradient_boosting,pc3,pc4,Recall_mean,1,0.0385,0.077
gradient_boosting,pc3,pc4,Recall_mean,2,0.05775,0.077
gradient_boosting,pc3,pc4,Recall_mean,3,0.077,0.077
gradient_boosting,pc3,pc4,Recall_mean,4,0.09625,0.077
gradient_boosting,pc3,pc4,Recall_mean,5,0.1155,0.077
gradient_boosting,pc3,pc4,Generalizability_mean,1,0.936,0.968
gradient_boosting,pc3,pc4,Generalizability_mean,2,0.952,0.968
gradient_boosting,pc3,pc4,Generalizability_mean,3,0.968,0.968
gradient_boosting,pc3,pc4,Generalizability_mean,4,0.984,0.968
gradient_boosting,pc3,pc4,Generalizability_mean,5,1.0,0.968
gradient_boosting,pc3,pc4,Stability,1,0.829,0.889
gradient_boosting,pc3,pc4,Stability,2,0.859,0.889
gradient_boosting,pc3,pc4,Stability,3,0.889,0.889
gradient_boosting,pc3,pc4,Stability,4,0.919,0.889
gradient_boosting,pc3,pc4,Stability,5,0.949,0.889
gradient_boosting,pc3,pc4,ReliabilityIndex,1,0.786,0.846
gradient_boosting,pc3,pc4,ReliabilityIndex,2,0.816,0.846
gradient_boosting,pc3,pc4,ReliabilityIndex,3,0.846,0.846
gradient_boosting,pc3,pc4,ReliabilityIndex,4,0.876,0.846
gradient_boosting,pc3,pc4,ReliabilityIndex,5,0.906,0.846
gradient_boosting,pc4,pc1,AUC_mean,1,0.628,0.688
gradient_boosting,pc4,pc1,AUC_mean,2,0.658,0.688
gradient_boosting,pc4,pc1,AUC_mean,3,0.688,0.688
gradient_boosting,pc4,pc1,AUC_mean,4,0.718,0.688
gradient_boosting,pc4,pc1,AUC_mean,5,0.748,0.688
gradient_boosting,pc4,pc1,F1_mean,1,0.127,0.187
gradient_boosting,pc4,pc1,F1_mean,2,0.157,0.187
gradient_boosting,pc4,pc1,F1_mean,3,0.187,0.187
gradient_boosting,pc4,pc1,F1_mean,4,0.217,0.187
gradient_boosting,pc4,pc1,F1_mean,5,0.247,0.187
gradient_boosting,pc4,pc1,Precision_mean,1,0.114,0.174
gradient_boosting,pc4,pc1,Precision_mean,2,0.144,0.174
gradient_boosting,pc4,pc1,Precision_mean,3,0.174,0.174
gradient_boosting,pc4,pc1,Precision_mean,4,0.204,0.174
gradient_boosting,pc4,pc1,Precision_mean,5,0.234,0.174
gradient_boosting,pc4,pc1,Recall_mean,1,0.143,0.203
gradient_boosting,pc4,pc1,Recall_mean,2,0.173,0.203
gradient_boosting,pc4,pc1,Recall_mean,3,0.203,0.203
gradient_boosting,pc4,pc1,Recall_mean,4,0.233,0.203
gradient_boosting,pc4,pc1,Recall_mean,5,0.263,0.203
gradient_boosting,pc4,pc1,Generalizability_mean,1,0.894,0.947
gradient_boosting,pc4,pc1,Generalizability_mean,2,0.9205,0.947
gradient_boosting,pc4,pc1,Generalizability_mean,3,0.947,0.947
gradient_boosting,pc4,pc1,Generalizability_mean,4,0.9735,0.947
gradient_boosting,pc4,pc1,Generalizability_mean,5,1.0,0.947
gradient_boosting,pc4,pc1,Stability,1,0.83,0.89
gradient_boosting,pc4,pc1,Stability,2,0.86,0.89
gradient_boosting,pc4,pc1,Stability,3,0.89,0.89
gradient_boosting,pc4,pc1,Stability,4,0.92,0.89
gradient_boosting,pc4,pc1,Stability,5,0.95,0.89
gradient_boosting,pc4,pc1,ReliabilityIndex,1,0.797,0.857
gradient_boosting,pc4,pc1,ReliabilityIndex,2,0.827,0.857
gradient_boosting,pc4,pc1,ReliabilityIndex,3,0.857,0.857
gradient_boosting,pc4,pc1,ReliabilityIndex,4,0.887,0.857
gradient_boosting,pc4,pc1,ReliabilityIndex,5,0.917,0.857
gradient_boosting,pc4,pc2,AUC_mean,1,0.736,0.796
gradient_boosting,pc4,pc2,AUC_mean,2,0.766,0.796
gradient_boosting,pc4,pc2,AUC_mean,3,0.796,0.796
gradient_boosting,pc4,pc2,AUC_mean,4,0.826,0.796
gradient_boosting,pc4,pc2,AUC_mean,5,0.856,0.796
gradient_boosting,pc4,pc2,F1_mean,1,0.033,0.066
gradient_boosting,pc4,pc2,F1_mean,2,0.0495,0.066
gradient_boosting,pc4,pc2,F1_mean,3,0.066,0.066
gradient_boosting,pc4,pc2,F1_mean,4,0.0825,0.066
gradient_boosting,pc4,pc2,F1_mean,5,0.099,0.066
gradient_boosting,pc4,pc2,Precision_mean,1,0.0175,0.035
gradient_boosting,pc4,pc2,Precision_mean,2,0.02625,0.035
gradient_boosting,pc4,pc2,Precision_mean,3,0.035,0.035
gradient_boosting,pc4,pc2,Precision_mean,4,0.04375,0.035
gradient_boosting,pc4,pc2,Precision_mean,5,0.0525,0.035
gradient_boosting,pc4,pc2,Recall_mean,1,0.514,0.574
gradient_boosting,pc4,pc2,Recall_mean,2,0.544,0.574
gradient_boosting,pc4,pc2,Recall_mean,3,0.574,0.574
gradient_boosting,pc4,pc2,Recall_mean,4,0.604,0.574
gradient_boosting,pc4,pc2,Recall_mean,5,0.634,0.574
gradient_boosting,pc4,pc2,Generalizability_mean,1,0.792,0.852
gradient_boosting,pc4,pc2,Generalizability_mean,2,0.822,0.852
gradient_boosting,pc4,pc2,Generalizability_mean,3,0.852,0.852
gradient_boosting,pc4,pc2,Generalizability_mean,4,0.882,0.852
gradient_boosting,pc4,pc2,Generalizability_mean,5,0.912,0.852
gradient_boosting,pc4,pc2,Stability,1,0.794,0.854
gradient_boosting,pc4,pc2,Stability,2,0.824,0.854
gradient_boosting,pc4,pc2,Stability,3,0.854,0.854
gradient_boosting,pc4,pc2,Stability,4,0.884,0.854
gradient_boosting,pc4,pc2,Stability,5,0.914,0.854
gradient_boosting,pc4,pc2,ReliabilityIndex,1,0.776,0.836
gradient_boosting,pc4,pc2,ReliabilityIndex,2,0.806,0.836
gradient_boosting,pc4,pc2,ReliabilityIndex,3,0.836,0.836
gradient_boosting,pc4,pc2,ReliabilityIndex,4,0.866,0.836
gradient_boosting,pc4,pc2,ReliabilityIndex,5,0.896,0.836
gradient_boosting,pc4,pc3,AUC_mean,1,0.647,0.707
gradient_boosting,pc4,pc3,AUC_mean,2,0.677,0.707
gradient_boosting,pc4,pc3,AUC_mean,3,0.707,0.707
gradient_boosting,pc4,pc3,AUC_mean,4,0.737,0.707
gradient_boosting,pc4,pc3,AUC_mean,5,0.767,0.707
gradient_boosting,pc4,pc3,F1_mean,1,0.086,0.146
gradient_boosting,pc4,pc3,F1_mean,2,0.116,0.146
gradient_boosting,pc4,pc3,F1_mean,3,0.146,0.146
gradient_boosting,pc4,pc3,F1_mean,4,0.176,0.146
gradient_boosting,pc4,pc3,F1_mean,5,0.206,0.146
gradient_boosting,pc4,pc3,Precision_mean,1,0.12,0.18
gradient_boosting,pc4,pc3,Precision_mean,2,0.15,0.18
gradient_boosting,pc4,pc3,Precision_mean,3,0.18,0.18
gradient_boosting,pc4,pc3,Precision_mean,4,0.21,0.18
gradient_boosting,pc4,pc3,Precision_mean,5,0.24,0.18
gradient_boosting,pc4,pc3,Recall_mean,1,0.062,0.122
gradient_boosting,pc4,pc3,Recall_mean,2,0.092,0.122
gradient_boosting,pc4,pc3,Recall_mean,3,0.122,0.122
gradient_boosting,pc4,pc3,Recall_mean,4,0.152,0.122
gradient_boosting,pc4,pc3,Recall_mean,5,0.182,0.122
gradient_boosting,pc4,pc3,Generalizability_mean,1,0.942,0.971
gradient_boosting,pc4,pc3,Generalizability_mean,2,0.9565,0.971
gradient_boosting,pc4,pc3,Generalizability_mean,3,0.971,0.971
gradient_boosting,pc4,pc3,Generalizability_mean,4,0.9855,0.971
gradient_boosting,pc4,pc3,Generalizability_mean,5,1.0,0.971
gradient_boosting,pc4,pc3,Stability,1,0.854,0.914
gradient_boosting,pc4,pc3,Stability,2,0.884,0.914
gradient_boosting,pc4,pc3,Stability,3,0.914,0.914
gradient_boosting,pc4,pc3,Stability,4,0.944,0.914
gradient_boosting,pc4,pc3,Stability,5,0.974,0.914
gradient_boosting,pc4,pc3,ReliabilityIndex,1,0.769,0.829
gradient_boosting,pc4,pc3,ReliabilityIndex,2,0.799,0.829
